Age,Income,Outage_sec_perweek,Gender_Male,Gender_Nonbinary,Area_Suburban,Area_Urban,InternetService_Fiber Optic,InternetService_None,Phone_Yes,OnlineSecurity_Yes,DeviceProtection_Yes,StreamingMovies_Yes,OnlineBackup_Yes,Churn
68,21087.24,9.024293001,1,0,1,0,1,0,1,0,0,1,0,1
60,36174.84,13.0338523,0,0,0,0,0,1,1,0,0,0,0,0
25,21795.9,7.456656063,1,0,1,0,0,1,1,0,1,1,0,0
39,47285.08,13.7342759,1,0,0,1,0,0,1,1,1,0,0,0
27,45429.68,9.929214278,1,0,0,1,1,0,1,0,1,0,0,0
25,12234.89,9.116878941,0,0,0,0,1,0,1,0,0,0,1,0
44,46705.86,11.10048066,1,0,1,0,0,1,1,0,0,0,1,0
65,11523.97,5.953348075,1,0,0,0,0,0,1,0,1,0,0,1
73,19534.42,7.519178592,0,1,0,0,1,0,1,1,1,1,1,0
48,82629.53,9.816712399,0,0,0,0,1,0,1,1,0,0,1,0
39,28420.39,5.282356868,0,0,0,1,0,1,1,1,1,0,0,0
55,81413.71,4.698609875,0,0,0,1,1,0,1,0,0,0,0,0
71,69506.73,9.773871134,0,0,0,0,1,0,1,1,0,0,0,0
44,15944.32,9.724391204,0,0,0,0,0,0,1,0,0,0,0,1
35,38328.57,8.082617212,1,0,0,0,1,0,1,1,0,1,1,1
40,82560.95,7.495673471,1,0,0,0,0,1,1,0,1,1,0,1
34,37667.37,8.337747682,0,0,1,0,1,0,1,0,0,1,1,1
35,89752.5,8.940681932,0,0,1,0,1,0,1,0,0,1,1,1
59,24958.97,9.170210546,1,0,0,1,1,0,1,0,1,1,0,1
73,51848.11,4.307800217,0,0,1,0,1,0,1,0,1,1,1,1
88,32443.11,6.969585746,1,0,1,0,1,0,0,0,0,0,1,1
34,76175.36,7.859430948,0,0,1,0,1,0,1,0,0,1,0,0
67,24946.75,7.779697022,1,0,0,0,1,0,1,0,1,1,0,0
51,86039.43,8.683074501,1,0,0,1,0,0,1,0,0,0,0,0
26,18620.79,4.989775216,1,0,0,0,0,0,1,1,0,0,1,0
45,19224.29,10.38217336,1,0,1,0,1,0,1,1,1,1,0,0
52,22433.84,14.16841333,1,0,0,1,1,0,1,1,0,1,1,1
25,27130.52,11.12796555,1,0,0,1,1,0,0,1,0,1,0,1
60,39874.59,5.371697235,1,0,1,0,1,0,1,1,0,0,0,0
83,61265.29,11.98099579,1,0,1,0,0,1,0,1,1,0,0,0
25,89524.54,10.8180306,1,0,0,1,0,1,1,1,0,0,1,0
58,13969.34,4.373591494,1,0,0,0,0,0,1,0,0,0,0,0
64,4109.01,10.40233023,1,0,0,0,0,0,1,1,1,0,0,0
74,93637.19,6.626472191,1,0,0,1,1,0,1,0,0,0,0,0
27,43133.76,11.60381433,1,0,0,1,0,1,1,0,1,1,0,1
51,45245.92,6.605688237,0,0,0,1,1,0,1,1,0,0,1,0
59,36034.73,13.54754868,0,0,0,0,1,0,1,0,0,1,0,1
78,11667.32,12.32023424,1,0,0,1,1,0,1,0,1,0,1,1
36,25598.66,16.60350748,0,0,0,0,1,0,0,0,1,0,0,0
84,96624.28,7.865190806,1,0,0,0,0,0,1,1,0,1,0,1
42,36705.32,6.256478572,1,0,0,1,1,0,1,0,1,1,0,0
75,68430.88,8.470105611,0,0,1,0,1,0,1,0,1,0,1,0
39,26838.3,9.556655457,1,0,0,0,0,1,1,0,0,1,0,1
75,20768.72,9.957815194,0,1,0,1,1,0,1,0,0,0,1,0
57,14032.23,10.45011354,0,0,0,1,1,0,1,0,0,0,0,0
35,30110.14,11.79012709,0,0,0,1,1,0,1,0,0,0,0,0
52,46272.07,10.93180592,0,0,1,0,1,0,0,0,1,1,0,1
66,39933.38,11.38646956,1,0,0,1,0,0,1,0,0,0,0,0
24,9964.37,8.334967001,0,1,1,0,0,1,1,0,1,1,1,0
23,25447.24,10.03692527,1,0,1,0,0,0,0,0,0,0,0,1
54,72841.97,7.65593436,1,0,1,0,1,0,1,1,0,0,0,0
81,1441.97,11.28908676,0,0,0,1,0,0,1,1,0,0,0,0
21,23134.96,5.772508536,1,0,0,0,0,1,1,0,0,1,0,0
47,36250.96,7.732225598,1,0,0,1,0,1,1,0,0,1,1,1
47,15395.09,7.73492925,1,0,0,0,1,0,1,0,0,0,0,0
57,14379.3,13.60282892,0,0,0,0,1,0,1,1,0,0,0,0
19,57776.5,12.79857643,0,0,1,0,1,0,1,1,0,0,1,0
52,57622.01,10.83103688,0,0,1,0,0,0,1,1,0,1,0,1
84,19430.58,10.57996614,0,0,0,1,1,0,1,1,0,0,1,0
80,42920.9,11.97456051,1,0,1,0,0,1,1,1,1,1,0,1
58,69004.81,12.23746964,1,0,0,1,0,1,1,0,0,0,0,0
61,13805.45,15.43208187,0,0,0,1,0,0,1,1,0,0,1,1
47,1753.08,11.76568434,1,0,0,1,1,0,1,0,0,1,0,1
55,55200.2,5.649781948,0,0,0,1,1,0,0,0,1,0,0,1
89,4592.51,10.96531534,0,0,0,1,0,1,1,0,1,1,0,0
81,9582.53,12.34162424,1,0,0,0,1,0,1,0,0,1,1,1
81,21599.91,10.12925966,0,0,0,1,0,1,1,0,1,1,0,0
43,80120.44,10.35620722,1,0,0,1,0,1,1,0,1,1,0,1
84,67228.71,11.41693893,1,0,0,0,0,0,1,0,1,1,0,1
57,18651.96,10.78909418,0,0,0,1,1,0,1,0,1,0,1,1
73,97463.9,7.1972748,1,0,0,0,1,0,1,0,1,0,0,0
37,14638.17,9.713763237,1,0,1,0,0,0,1,0,1,1,0,1
86,24371.34,5.46295328,1,0,0,0,1,0,1,1,1,1,0,0
40,46974.79,7.633282055,0,0,0,1,1,0,1,0,1,0,0,0
62,49939.39,6.398169663,0,0,0,1,1,0,1,1,1,1,0,1
69,10584.2,11.55394954,1,0,1,0,1,0,1,0,0,1,0,0
20,46984.61,10.1309532,1,0,1,0,1,0,0,1,0,0,0,0
86,48971.18,14.67533687,1,0,0,1,1,0,0,1,0,0,1,0
82,7723.17,9.45902039,0,0,0,0,0,0,1,0,1,1,1,1
49,72997.73,13.33271836,0,0,0,1,0,0,1,0,1,1,0,1
68,55593.6,9.155612168,1,0,1,0,0,0,1,1,1,0,1,1
66,28096.83,5.377748545,1,0,1,0,0,1,1,0,0,1,0,1
29,10887.66,8.31466824,1,0,0,0,1,0,1,0,1,0,1,0
20,147436.94,10.99604139,1,0,0,0,0,0,1,0,0,0,0,0
53,77658.11,9.622151061,0,0,1,0,0,0,1,0,1,1,1,1
27,740.66,9.150618042,1,0,0,0,0,1,1,0,0,0,0,0
56,61901.7,8.064807,1,0,0,0,1,0,1,0,1,0,0,1
34,54246.36,7.486891758,0,0,0,1,0,0,1,0,1,0,1,0
37,19523.69,8.885448784,0,0,1,0,0,1,1,0,0,0,0,0
82,17526.85,12.94388838,0,0,0,1,0,1,0,0,1,1,1,1
57,21062.25,15.34568423,1,0,0,0,0,0,0,1,0,0,0,0
45,31766.78,14.18102134,1,0,0,1,0,1,1,0,1,1,1,1
27,24045.19,14.47410001,1,0,0,0,0,1,1,1,0,0,0,0
21,37455.48,0.636607948,0,0,0,0,0,0,1,0,0,1,0,1
66,94655.92,7.516773254,0,0,0,0,0,1,1,1,0,0,0,0
51,19982.5,8.560207521,0,0,0,0,1,0,1,1,1,0,1,1
30,100033.86,7.104001873,0,0,1,0,0,1,1,0,0,0,1,1
25,152172.92,8.00560869,0,0,0,1,0,1,1,0,1,1,1,1
53,18038.36,9.698184881,0,0,1,0,1,0,1,0,0,0,0,0
79,33297.61,10.87571686,1,0,0,1,1,0,1,1,1,0,0,1
41,80430.99,8.713781981,1,0,0,0,1,0,1,0,1,0,0,1
63,15423.53,12.18665298,1,0,1,0,1,0,1,1,1,0,0,0
70,8465.02,6.410275409,1,0,0,0,0,1,1,0,0,0,0,0
58,23107.22,5.546944946,0,0,0,1,1,0,1,1,1,1,1,1
63,65329.46,13.34580773,1,0,0,0,1,0,1,1,0,1,1,1
46,12650.67,6.411211074,1,0,0,1,1,0,1,1,0,0,0,0
89,99787.78,8.866549026,1,0,0,1,0,1,0,1,0,0,1,0
49,53320.93,9.991096674,0,0,0,1,0,0,1,0,1,0,0,0
30,116888.77,11.06209104,1,0,0,0,0,0,1,0,1,1,0,1
86,22840.68,6.318907115,0,0,0,0,0,0,1,1,0,0,0,1
28,29742.47,12.14896261,1,0,0,0,0,0,1,0,0,0,1,1
56,22139.13,15.08558131,1,0,0,1,0,0,1,0,1,1,0,1
80,26760.18,3.410169776,0,0,1,0,1,0,0,1,1,0,0,0
28,23613.85,14.06427534,0,0,1,0,1,0,1,0,1,1,0,1
53,38691.84,6.89303513,0,0,1,0,1,0,1,0,1,1,0,0
86,39163.32,12.08205854,0,0,0,0,0,1,1,0,0,1,1,0
27,8539.27,7.233561718,1,0,0,0,0,0,1,1,1,1,0,0
77,17054.95,11.10109124,0,1,1,0,0,1,1,0,1,0,1,0
85,68237.79,5.638490484,0,0,0,0,0,0,1,0,0,0,0,0
47,23101.13,4.743877362,1,0,0,0,1,0,0,1,0,1,1,1
57,49323.19,7.869279288,1,0,1,0,1,0,1,0,0,0,0,0
51,32459.53,14.20149723,1,0,1,0,1,0,1,0,1,0,0,1
37,43765.92,13.38997772,1,0,0,1,1,0,1,0,1,0,0,0
32,91605.19,6.716026988,0,0,0,0,0,0,0,1,1,1,0,1
55,34978.09,7.275219163,1,0,0,1,0,0,0,1,1,1,1,1
69,115594.58,6.768420041,1,0,0,1,0,0,1,0,0,1,1,1
24,137589.2,11.29289964,1,0,1,0,1,0,1,0,1,0,1,0
79,10349.38,10.42980353,1,0,1,0,0,0,0,0,1,0,1,1
64,9324.27,8.955177991,0,0,0,1,1,0,1,0,1,1,0,0
26,23026.89,5.706642926,0,0,1,0,1,0,1,0,1,1,0,1
60,13719.94,7.560121916,0,0,1,0,0,0,1,1,0,0,0,1
69,47635.23,12.58527236,1,0,0,0,0,0,1,1,1,0,1,0
37,49270.7,13.29065491,0,1,0,0,1,0,0,1,0,1,1,1
65,8982.13,8.541648101,0,0,0,0,1,0,1,1,1,0,0,0
70,30593.51,6.002354266,1,0,1,0,0,1,1,0,1,0,1,0
81,8507.14,8.089726776,0,0,1,0,1,0,0,0,1,0,0,0
42,21084.49,6.413780429,1,0,0,0,0,0,0,0,1,0,1,0
55,99199.26,12.90458773,1,0,1,0,1,0,1,0,1,0,0,0
21,32720.43,10.00892011,1,0,0,1,0,0,1,1,1,1,0,1
30,8228.16,13.57970425,1,0,1,0,0,1,1,0,0,1,1,1
86,29966.23,9.197938249,1,0,1,0,0,0,1,0,0,1,0,1
81,96126.76,9.654031047,0,0,0,1,1,0,1,0,1,0,0,0
81,10907.78,9.595766472,1,0,0,1,0,1,1,1,1,1,1,1
19,37816.75,9.249991739,0,0,0,0,0,1,1,0,0,0,1,0
41,20429.65,12.79582565,1,0,0,1,0,1,1,0,0,1,0,0
76,72927.6,11.23137848,0,0,0,1,1,0,1,0,1,0,1,0
70,12895.65,7.960834129,1,0,0,1,1,0,1,1,0,1,1,1
22,29653.48,4.630760428,1,0,0,0,0,0,1,0,0,1,0,1
41,84185.38,6.771136717,0,0,0,0,1,0,1,0,0,1,0,0
32,15369.78,8.574863899,1,0,1,0,0,1,1,0,0,0,1,0
54,45577.26,7.754485939,1,0,0,1,1,0,1,1,1,1,1,1
57,19992.77,6.899189425,1,0,0,1,0,0,1,0,1,1,1,1
72,38137.48,9.296497381,0,0,0,0,0,0,1,0,1,0,1,0
48,17762.55,15.78937082,0,1,0,0,0,0,1,0,0,0,0,0
46,18493.34,9.278437133,1,0,0,0,0,0,1,0,1,1,1,1
41,43296.9,11.98468923,1,0,1,0,0,0,1,1,1,1,0,1
64,17172.32,10.209012,1,0,0,0,0,0,1,0,0,0,0,0
62,27687.94,11.87237678,1,0,1,0,1,0,1,0,0,1,0,1
44,29613.46,8.985344623,0,0,1,0,0,0,1,0,1,1,0,0
86,20926.46,3.577496502,0,0,0,0,0,1,1,0,0,1,1,0
36,9758.3,7.552930534,0,0,1,0,0,1,1,0,0,1,1,1
66,24805.02,8.856522955,1,0,1,0,1,0,1,0,0,1,0,1
54,31324.12,11.21140731,1,0,0,0,0,0,1,1,1,1,1,0
63,45562.92,9.844484181,0,0,0,1,1,0,1,1,1,1,1,1
59,35226.26,9.577623408,0,0,0,0,1,0,1,0,1,1,0,0
65,54561.94,7.083133504,1,0,0,1,0,1,1,0,0,0,0,1
48,9202.1,7.979875858,1,0,0,1,0,0,1,1,0,0,0,0
49,27720.0,12.17826323,1,0,1,0,0,0,1,1,0,0,1,0
35,33748.05,14.00503607,0,0,0,0,0,1,1,0,0,1,1,0
87,83416.9,14.05737023,1,0,1,0,0,0,1,0,1,0,1,1
60,67448.07,15.63302492,1,0,1,0,1,0,1,1,1,0,0,0
82,17105.07,8.556630945,1,0,0,1,1,0,1,0,0,1,0,0
45,48915.51,10.51538905,0,0,1,0,0,0,1,1,0,1,0,0
44,32992.62,10.28022332,0,0,1,0,0,0,1,1,0,0,0,0
19,45631.91,6.980525959,1,0,0,1,1,0,1,0,0,1,1,1
37,26049.03,14.69431857,0,0,0,1,1,0,1,1,1,0,1,0
19,9545.58,7.846044789,0,0,0,0,1,0,1,0,0,0,1,1
70,24717.71,10.7511092,1,0,0,1,1,0,1,0,0,0,1,0
51,28162.54,7.901812987,0,0,0,0,0,1,1,1,1,1,0,1
71,33318.12,8.398877174,0,0,0,0,1,0,1,1,1,1,0,1
30,56817.96,11.02277295,1,0,0,1,1,0,1,0,0,1,1,1
27,15762.57,11.55209722,0,0,0,0,1,0,1,0,1,0,0,0
36,16584.03,8.366713908,0,0,0,1,0,1,1,1,1,1,1,1
76,3666.35,12.12132108,1,0,1,0,0,0,1,1,1,0,1,0
47,34264.02,6.259396187,0,0,1,0,0,1,0,1,0,0,0,0
26,20680.56,11.98417084,1,0,1,0,0,0,1,1,0,0,1,1
31,64242.12,0.5073749,1,0,0,0,1,0,1,0,1,1,1,1
34,13655.62,10.34140063,1,0,0,0,1,0,1,0,1,0,1,0
56,23805.49,7.625104,0,0,1,0,0,1,1,1,1,0,1,1
44,74915.44,10.27858,1,0,0,0,0,1,1,0,1,1,1,1
62,17386.0,4.808304,1,0,1,0,1,0,1,1,0,1,1,1
39,8809.37,12.27326,0,0,1,0,1,0,1,1,0,0,0,0
29,29856.65,10.09367,0,0,0,0,0,0,1,1,1,0,1,1
49,84914.28,11.20146,0,0,0,0,1,0,1,1,0,1,0,1
18,19789.59,4.681246,0,0,0,1,1,0,1,0,0,0,0,0
19,19091.73,11.99276,0,0,0,0,1,0,1,0,1,1,1,0
43,30898.32,7.713017,0,0,1,0,0,0,0,0,1,1,1,1
28,60536.56,9.013523,1,0,0,1,0,0,1,1,1,0,0,1
86,65062.28,8.44455,1,0,0,1,0,0,1,0,1,1,0,1
70,10305.73,9.749636,0,0,0,1,0,0,1,0,1,1,1,1
79,36381.36,12.46495,0,0,0,1,0,1,0,1,1,1,0,0
84,23978.67,8.4926,0,0,0,1,1,0,0,0,1,0,1,1
46,68557.22,12.91472,1,0,0,0,1,0,1,0,0,1,1,0
29,16367.17,6.006898,1,0,0,0,0,0,1,0,1,0,1,1
55,10315.72,13.15703,1,0,0,0,0,0,1,0,1,0,1,1
86,40783.52,7.346236,0,0,0,0,1,0,1,1,1,1,1,1
26,19920.22,9.531669,0,0,1,0,1,0,0,0,0,1,1,1
79,80176.6,10.62558,0,0,0,1,1,0,1,0,0,1,0,1
72,8803.4,12.42693,1,0,0,0,1,0,1,0,0,1,0,0
34,76063.08,9.885262,0,0,0,1,0,0,1,0,0,0,0,0
45,50159.71,14.12411,0,0,1,0,0,0,1,0,0,0,1,0
31,29467.49,9.108143,0,1,0,1,0,0,1,0,1,1,1,0
20,28790.92,7.737367,0,0,0,0,0,1,1,0,1,0,1,0
80,44485.5,9.905191,1,0,1,0,0,0,1,0,1,0,0,0
77,40939.24,12.07642,1,0,0,0,0,0,1,0,1,1,0,1
44,61142.96,9.643592,1,0,1,0,0,0,0,0,1,0,0,1
73,72734.86,9.596264,0,0,0,0,0,0,1,1,1,0,1,1
45,74948.35,10.95793,1,0,0,0,1,0,1,0,1,1,1,1
53,45693.25,14.54552,1,0,0,0,0,0,1,1,1,0,0,1
20,25686.47,8.591792,1,0,0,1,1,0,1,0,0,0,0,0
85,3640.46,5.837482,0,0,1,0,0,0,1,0,0,0,0,0
28,68631.52,6.146665,0,0,0,0,1,0,1,1,0,0,0,0
68,55306.54,8.904816,1,0,1,0,1,0,0,0,1,1,0,0
18,32058.65,8.965014,1,0,1,0,0,0,1,0,0,1,1,1
82,98366.83,8.360793,0,0,0,1,0,1,1,1,1,0,0,0
28,10533.21,12.32574,1,0,0,1,0,0,1,0,0,0,0,1
29,68487.6,10.62793,0,0,0,1,0,1,1,1,0,1,1,1
54,10879.84,8.215309,0,0,1,0,0,1,1,0,0,0,0,0
67,29149.35,9.117724,0,0,0,1,1,0,1,0,1,0,1,0
28,20185.24,10.83199,1,0,1,0,1,0,1,0,0,0,1,0
84,43121.53,13.33801,1,0,0,1,1,0,1,0,0,0,0,0
68,53952.59,11.02404,1,0,0,1,1,0,0,1,1,1,1,1
34,37794.12,7.365321,0,0,0,1,0,0,1,0,0,0,1,1
21,101907.8,9.485065,0,0,1,0,1,0,1,0,0,1,1,1
44,24218.05,8.256042,0,0,0,0,1,0,1,1,1,0,0,0
54,32075.69,11.47946,1,0,0,1,1,0,1,1,1,0,1,1
30,12429.48,11.81668,1,0,0,0,0,0,0,0,1,1,0,0
48,39939.55,12.20892,1,0,1,0,0,0,1,0,0,0,0,0
51,34531.07,10.73901,0,0,0,0,1,0,1,0,0,1,1,1
60,14646.58,16.47207,0,0,1,0,0,0,0,0,0,1,0,1
50,630.24,9.50503,1,0,0,0,1,0,1,1,1,0,0,0
87,48476.58,12.13919,1,0,1,0,0,0,1,0,0,1,1,1
44,7591.68,10.40481,0,0,0,0,0,1,1,0,0,0,0,0
82,9829.71,8.98954,0,0,0,1,1,0,1,0,0,0,1,0
29,6923.8,7.872117,1,0,0,0,0,1,1,0,1,0,0,0
23,99291.94,9.056277,1,0,0,1,0,0,1,0,0,0,1,0
44,18610.56,10.65375,1,0,0,1,0,1,1,1,0,0,0,0
68,22745.33,5.006946,0,0,0,1,0,1,1,0,0,0,1,0
75,14987.31,12.89594,0,0,1,0,0,0,1,0,0,1,0,1
31,54531.53,9.127013,0,0,0,0,0,0,1,0,1,1,1,1
78,22067.94,10.76672,0,0,0,1,1,0,1,0,1,1,1,0
64,10440.87,6.855385,0,0,1,0,0,0,1,0,0,1,0,0
46,38257.1,10.44859,1,0,1,0,0,1,1,0,1,0,1,0
23,8626.93,13.16243,1,0,0,0,1,0,1,1,0,0,0,0
77,41169.69,11.49389,1,0,0,0,0,0,1,1,1,1,1,1
63,51251.22,10.41256,0,0,1,0,1,0,1,0,0,0,0,0
32,53267.14,8.197798,0,0,0,0,1,0,1,0,1,0,1,0
42,47320.46,8.202699,0,0,1,0,1,0,1,1,0,0,0,0
46,67172.04,11.07391,1,0,0,0,0,0,1,1,0,0,1,0
55,15872.85,11.70709,0,0,0,0,0,1,0,0,0,1,0,1
60,26385.01,8.478086,1,0,1,0,1,0,1,0,1,0,0,0
36,30575.77,11.58551,1,0,1,0,1,0,1,0,0,1,1,1
49,127881.0,15.14143,0,0,0,0,1,0,1,1,0,1,0,0
26,52199.89,9.1274,0,0,0,1,0,0,1,0,1,0,0,0
32,44236.12,8.489595,1,0,0,1,1,0,1,1,1,0,0,0
67,48112.75,13.10202,0,0,0,0,0,1,1,0,1,0,0,0
67,16944.5,4.407474,0,0,0,0,1,0,1,0,0,1,0,1
36,60384.01,11.50735,1,0,1,0,0,1,1,0,0,0,1,0
68,116572.3,9.548649,1,0,0,1,1,0,1,0,1,1,0,1
67,10516.36,10.82715,1,0,1,0,0,0,1,0,1,1,1,1
67,41867.94,12.10717,0,0,0,1,1,0,1,0,0,0,0,0
52,16827.22,7.598834,0,0,0,0,0,1,1,0,1,1,0,1
77,86877.95,14.83322,0,0,0,0,1,0,1,1,1,1,0,1
36,45268.54,11.68917,1,0,1,0,0,0,1,1,0,0,1,1
48,60555.18,13.27431,1,0,0,0,0,0,1,0,0,0,0,1
25,21951.91,7.554437,1,0,0,0,1,0,1,1,0,1,0,1
63,15468.51,2.017746,1,0,0,0,0,0,0,1,1,0,0,0
19,10120.05,4.271704,1,0,0,1,1,0,1,0,0,1,0,1
39,2715.32,7.706983,1,0,0,0,0,0,1,0,0,0,1,0
44,100861.7,11.24791,0,0,1,0,1,0,1,0,1,1,0,0
47,27938.89,12.9485,0,0,0,0,0,0,1,0,1,0,0,0
71,41676.3,9.800684,0,0,0,0,1,0,1,0,0,0,1,1
19,48821.75,11.382,1,0,1,0,0,1,1,0,1,0,0,0
70,29246.74,9.080608,0,0,1,0,0,0,1,1,0,0,0,0
72,61915.61,10.74621,0,0,0,0,1,0,1,0,0,1,1,1
34,115414.9,10.7843,1,0,0,1,0,0,0,0,1,1,0,1
76,38228.16,14.23673,1,0,0,0,0,0,1,0,1,1,0,1
30,17492.71,9.977086,1,0,0,0,1,0,1,1,1,1,1,1
60,19410.35,13.37836,0,0,0,0,0,0,1,1,1,1,1,1
59,4425.26,9.711712,0,0,0,0,1,0,1,1,1,0,0,0
60,13909.89,15.13968,0,0,0,0,0,1,1,0,0,0,1,1
55,53954.51,8.92305,1,0,1,0,0,1,1,0,0,0,1,0
36,65731.64,11.39908,0,0,1,0,0,0,1,0,0,1,0,0
57,13929.56,15.04815,0,0,1,0,1,0,0,0,0,1,0,1
49,41181.43,12.38804,1,0,0,0,1,0,1,0,0,1,1,1
83,30997.05,9.25069,0,0,0,0,0,0,1,1,1,0,0,1
77,53235.48,5.432771,0,0,1,0,0,1,1,0,1,0,1,1
29,34098.95,7.228889,0,0,0,0,0,1,1,0,0,0,0,0
62,38302.75,13.2422,1,0,0,0,0,0,1,1,0,0,1,1
84,34604.65,9.493989,0,0,0,1,0,0,1,0,1,1,0,1
44,23646.52,5.512588,0,0,1,0,1,0,1,0,0,0,1,1
37,101807.8,9.767021,0,1,1,0,1,0,1,0,0,1,1,1
19,48531.85,5.985983,1,0,1,0,0,1,1,0,0,1,0,1
78,103435.7,10.72873,0,0,1,0,0,1,0,0,1,1,0,1
83,7521.18,17.82109,1,0,0,0,0,1,1,1,0,0,1,1
41,6740.05,8.173993,1,0,0,1,1,0,1,0,1,1,0,0
23,78026.55,2.902962,0,0,1,0,0,1,1,0,0,1,1,1
53,9790.18,11.13286,1,0,0,0,0,0,1,0,1,0,0,1
67,40978.57,8.762474,0,0,1,0,1,0,1,1,0,1,0,1
88,83234.64,8.055983,0,0,0,1,1,0,1,0,0,0,0,0
77,29681.02,11.47448,0,0,1,0,0,0,1,0,0,0,0,0
43,66031.23,12.53895,1,0,0,1,1,0,1,1,0,1,0,0
73,146782.3,11.38954,1,0,1,0,0,0,1,0,0,0,0,0
45,31486.98,7.401544,1,0,0,1,1,0,0,0,0,0,1,0
57,21482.85,13.09285,1,0,1,0,1,0,0,0,0,0,1,0
36,42345.0,7.706837,1,0,1,0,0,0,0,1,1,1,1,1
69,40134.85,8.568928,1,0,1,0,1,0,1,1,0,0,1,1
30,54713.59,11.4707,0,0,0,0,1,0,1,0,1,1,0,0
44,68269.35,12.54175,1,0,0,1,1,0,1,0,0,0,1,1
25,22823.11,9.521566,1,0,0,1,1,0,1,1,0,1,1,1
31,61362.22,13.1638,0,0,1,0,0,0,0,0,0,0,0,1
64,36887.34,11.78195,1,0,0,1,1,0,1,0,1,1,0,1
48,50354.57,9.011534,1,0,1,0,0,0,1,0,0,1,1,0
31,14048.76,6.210987,1,0,0,0,0,1,0,1,1,1,0,1
22,67252.64,7.576687,0,0,0,1,1,0,1,1,0,1,1,1
57,35925.24,8.398662,0,0,0,1,1,0,1,1,0,1,0,1
23,25895.26,8.494806,1,0,0,0,1,0,1,1,0,0,0,0
52,31637.52,12.46389,0,0,0,0,1,0,1,0,1,1,1,1
69,84810.48,15.98748,0,0,0,0,0,1,1,0,1,1,0,0
61,18708.42,9.543086,1,0,0,0,0,0,1,0,0,0,1,0
84,68822.79,3.866889,0,0,0,0,0,0,1,1,1,0,0,1
54,64945.46,5.57797,0,0,0,1,0,1,1,0,0,0,0,1
67,50160.82,8.386358,0,0,0,1,1,0,1,1,1,0,0,1
40,22622.48,14.93471,1,0,0,0,1,0,1,1,1,1,0,1
37,53358.81,13.19778,1,0,0,1,0,0,1,1,0,1,0,1
29,30303.35,14.58236,0,0,1,0,0,0,1,1,1,1,1,1
23,27135.0,10.01972,0,0,0,1,0,0,1,0,0,0,0,0
36,21345.51,8.245298,0,0,0,0,0,0,1,0,0,1,1,0
76,22626.3,14.78858,1,0,0,0,0,0,1,1,0,0,0,1
87,36532.31,7.841697,0,0,0,1,0,0,0,1,0,1,1,1
51,42912.49,8.992821,1,0,0,1,1,0,1,0,1,0,0,0
25,4855.88,17.03765,0,0,1,0,0,0,0,0,0,0,0,0
40,30543.93,8.376945,0,0,0,0,1,0,1,0,0,0,0,0
30,19284.89,13.3061,0,0,1,0,1,0,1,1,1,1,0,1
19,44107.0,17.14612,1,0,1,0,0,1,1,1,0,0,0,0
21,32849.77,6.618072,0,0,0,0,1,0,1,1,1,0,0,0
65,4795.94,10.61107,1,0,0,0,1,0,0,1,1,1,0,1
51,44034.11,5.574893,0,0,0,1,1,0,1,0,0,1,0,1
86,55836.3,10.29493,1,0,0,0,0,0,1,0,0,0,1,1
52,7321.37,8.805561,0,0,1,0,0,0,1,1,0,1,0,1
68,70673.64,13.65356,0,0,1,0,0,0,1,1,0,0,1,0
89,62998.7,12.10685,0,0,0,1,1,0,1,0,0,0,1,1
18,60751.35,13.35871,0,0,0,0,1,0,1,0,0,1,1,1
33,26284.13,13.22236,0,0,1,0,1,0,1,1,0,1,0,1
58,64117.45,10.7445,0,0,1,0,0,1,1,0,0,1,0,0
65,23691.5,6.488715,1,0,1,0,0,0,1,1,1,1,0,1
86,17274.61,14.3374,1,0,1,0,0,0,1,0,1,0,1,1
80,52089.36,14.15632,0,0,0,0,1,0,1,1,1,1,0,0
86,44186.7,16.57893,0,0,1,0,0,0,1,0,0,1,1,1
44,102090.5,6.212355,1,0,1,0,0,1,1,1,0,1,1,1
45,39569.58,9.330391,0,0,1,0,0,1,1,1,0,1,0,0
53,4033.46,8.615047,0,0,0,1,0,0,1,1,1,1,1,1
35,11970.69,12.02949,1,0,0,1,0,1,1,0,0,1,0,1
60,18205.32,12.47818,1,0,0,1,0,1,1,0,0,0,1,1
71,26012.53,6.751421,0,0,1,0,0,1,1,1,0,1,0,0
70,27386.37,11.98767,0,0,0,1,0,0,1,1,1,1,0,0
46,24728.28,9.452414,0,0,0,1,0,1,1,1,1,1,1,0
64,47079.18,13.7331,1,0,0,1,1,0,1,0,0,1,0,1
44,38310.04,6.098505,1,0,0,0,1,0,1,0,0,0,0,0
21,35022.32,8.976742,0,0,0,1,1,0,1,0,1,0,0,0
26,27252.38,13.47294,0,0,0,0,0,1,1,0,0,1,0,1
75,72603.49,12.66401,0,0,1,0,1,0,1,0,0,0,1,0
81,1179.53,11.14827,0,0,0,1,1,0,1,0,0,1,1,1
27,78989.36,15.51053,0,0,1,0,1,0,1,0,0,0,1,1
75,36649.03,11.8295,1,0,0,1,0,0,0,1,0,1,1,0
19,65762.88,11.69911,1,0,0,1,0,0,1,0,0,1,1,0
47,42200.98,14.23604,0,0,0,1,0,0,1,1,0,0,1,0
81,3456.77,9.462635,0,0,1,0,0,0,1,1,0,1,0,1
43,9011.25,10.45334,0,0,0,1,1,0,0,1,1,0,0,1
83,104548.7,8.692293,0,0,1,0,0,0,1,0,1,0,0,1
